tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
FRT,4605,313747206,FEDERAL REALTY INVESTMENT TR,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles."
FRX,4843,345838106,FOREST LABORATORIES  -CL A,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,285.0,905.0,"Forest Laboratories, LLC develops, manufactures, and sells branded forms of ethical drug products in the United States and Europe."
FSLR,175404,336433107,FIRST SOLAR INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,,,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United States and internationally. It operates in two segments, Modules and Systems."
FTI,30923,G87110105,TECHNIPFMC PLC,1010.0,101010.0,10.0,10101020.0,237120.0,1389.0,240.0,925.0,"TechnipFMC plc engages in the oil and gas projects, technologies, and systems and services businesses. It operates through three segments: Subsea, Technip Energies, and Surface Technologies."
FTNT,183377,34959E109,FORTINET INC,4510.0,451030.0,45.0,45103020.0,334118.0,3577.0,,,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions worldwide."
FTV,26590,34959J108,FORTIVE CORP,2010.0,201060.0,20.0,20106020.0,334519.0,3829.0,,,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide."
GAS,1837,1204106,SOUTHERN CO GAS,5510.0,551020.0,55.0,55102010.0,221210.0,4924.0,710.0,700.0,"Southern Company Gas, an energy services holding company, distributes natural gas in Illinois, Georgia, Virginia, and Tennessee. It operates through four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services."
GCI,19574,36472T109,GANNETT CO INC,5020.0,502010.0,50.0,50201040.0,511110.0,2711.0,,,"Gannett Co., Inc. operates as a media and marketing solutions company in the United States. It operates in Publishing and Marketing Solutions segments."
GD,5046,369550108,GENERAL DYNAMICS CORP,2010.0,201010.0,20.0,20101010.0,336411.0,3721.0,110.0,925.0,"General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through five segments: Aerospace, Combat Systems, Information Technology, Mission Systems, and Marine Systems."
GE,5047,369604103,GENERAL ELECTRIC CO,2010.0,201050.0,20.0,20105010.0,999977.0,9997.0,220.0,925.0,"General Electric Company operates as a high-tech industrial company in the United States, Europe, Asia, the Americas, the Middle East, and Africa. It operates through Power, Renewable Energy, Aviation, Healthcare, and Capital segments."
GENZ,12233,372917104,GENZYME CORP,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,147.0,905.0,"Genzyme Corporation, a biotechnology company, engages in the discovery and development of products and services primarily in the areas of rare genetic diseases, multiple sclerosis, cardiovascular diseases, and endocrinology."
GHC,11300,384637104,GRAHAM HOLDINGS CO,2530.0,253020.0,25.0,25302010.0,611691.0,8200.0,415.0,976.0,"Graham Holdings Company, through its subsidiaries, operates as a diversified education and media company worldwide."
GILD,24856,375558103,GILEAD SCIENCES INC,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,147.0,905.0,"Gilead Sciences, Inc., a research-based biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical needs in the United States, Europe, and internationally."
GIS,5071,370334104,GENERAL MILLS INC,3020.0,302020.0,30.0,30202030.0,311230.0,2040.0,250.0,978.0,"General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates in five segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet."
GL,10614,37959E102,GLOBE LIFE INC,4030.0,403010.0,40.0,40301020.0,524113.0,6311.0,825.0,800.0,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States."
GLW,3532,219350105,CORNING INC,4520.0,452030.0,45.0,45203015.0,334419.0,3679.0,180.0,940.0,"Corning Incorporated engages in display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses worldwide."
GM,5073,37045V100,GENERAL MOTORS CO,2510.0,251020.0,25.0,25102010.0,33611.0,3711.0,120.0,976.0,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments."
GMCR,28877,49271M100,KEURIG DR PEPPER INC,3020.0,302010.0,30.0,30201030.0,311920.0,2090.0,250.0,978.0,"Keurig Dr Pepper Inc. operates as a beverage company in the United States and internationally. It operates through four segments: Coffee Systems, Packaged Beverages, Beverage Concentrates, and Latin America Beverages."
GME,145049,36467W109,GAMESTOP CORP,2550.0,255040.0,25.0,25504020.0,443142.0,5734.0,426.0,976.0,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe."
GNW,158354,37247D106,GENWORTH FINANCIAL INC,4030.0,403010.0,40.0,40301020.0,524113.0,6311.0,,,"Genworth Financial, Inc. provides insurance products in the United States and internationally. It operates through four segments: U.S. Mortgage Insurance, Australia Mortgage Insurance, U.S. Life Insurance, and Runoff. The U.S."
GOOG,160329,02079K107,ALPHABET INC,5020.0,502030.0,50.0,50203010.0,518210.0,7370.0,,,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It offers performance and brand advertising services. The company operates through Google and Other Bets segments."
GOOGL,160329,02079K305,ALPHABET INC,5020.0,502030.0,50.0,50203010.0,518210.0,7370.0,,,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It offers performance and brand advertising services. The company operates through Google and Other Bets segments."
GPC,5125,372460105,GENUINE PARTS CO,2550.0,255010.0,25.0,25501010.0,423120.0,5013.0,130.0,976.0,"Genuine Parts Company distributes automotive replacement parts, industrial parts and materials, and business products in the United States, Canada, Mexico, Australasia, France, the United Kingdom, Germany, Poland, the Netherlands, and Belgium."
GPN,141913,37940X102,GLOBAL PAYMENTS INC,4510.0,451020.0,45.0,45102020.0,518210.0,7374.0,453.0,940.0,"Global Payments Inc. provides payment technology and software solutions for card, electronic, check, and digital-based payments in North America, Europe, the Asia-Pacific, and Latin America."
GPS,4990,364760108,GAP INC,2550.0,255040.0,25.0,25504010.0,448140.0,5651.0,452.0,976.0,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands."
GR,5229,382388106,GOODRICH CORP,2010.0,201010.0,20.0,20101010.0,336413.0,3728.0,110.0,925.0,"Goodrich Corporation supplies aerospace components, systems, and services for the commercial and general aviation airplane, and defense and space markets primarily in the United States, Europe, Canada, and the Asia Pacific."
GRMN,141459,H2906T109,GARMIN LTD,2520.0,252010.0,25.0,25201010.0,334511.0,3812.0,220.0,925.0,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a range of navigation, communication, and information devices worldwide. It operates through five segments: Auto, Aviation, Marine, Outdoor, and Fitness."
GS,114628,38141G104,GOLDMAN SACHS GROUP INC,4020.0,402030.0,40.0,40203020.0,523110.0,6211.0,822.0,800.0,"The Goldman Sachs Group, Inc. operates as an investment banking, securities, and investment management company worldwide. It operates in four segments: Investment Banking, Global Markets, Asset Management, and Consumer & Wealth Management."
GT,5234,382550101,GOODYEAR TIRE & RUBBER CO,2510.0,251010.0,25.0,25101020.0,326211.0,3011.0,130.0,976.0,"The Goodyear Tire & Rubber Company, together with its subsidiaries, develops, manufactures, distributes, and sells tires and related products and services worldwide."
GWW,5256,384802104,GRAINGER (W W) INC,2010.0,201070.0,20.0,20107010.0,42.0,5000.0,222.0,940.0,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally."
H,183366,448579102,HYATT HOTELS CORP,2530.0,253010.0,25.0,25301020.0,721110.0,7011.0,,,"Hyatt Hotels Corporation, a hospitality company, develops, owns, operates, manages, franchises, licenses, or provides services to hotels, resorts, and other properties."
HAL,5439,406216101,HALLIBURTON CO,1010.0,101010.0,10.0,10101020.0,213112.0,1389.0,395.0,935.0,Halliburton Company provides a range of services and products to oil and natural gas companies worldwide.
HAR,12788,413086109,HARMAN INTERNATIONAL INDS,2520.0,252010.0,25.0,25201010.0,334310.0,3651.0,220.0,925.0,"Harman International Industries, Incorporated designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide. The company operates through four segments: Connected Car, Lifestyle Audio, Professional Solutions, and Connected Services."
HAS,5518,418056107,HASBRO INC,2520.0,252020.0,25.0,25202010.0,339930.0,3944.0,475.0,976.0,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. The company's U.S."
HBAN,5786,446150104,HUNTINGTON BANCSHARES,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"Huntington Bancshares Incorporated operates as a holding company for The Huntington National Bank that provides commercial, small business, consumer, and mortgage banking services."
HBI,175319,410345102,HANESBRANDS INC,2520.0,252030.0,25.0,25203010.0,315.0,2300.0,,,"Hanesbrands Inc., a consumer goods company, designs, manufactures, sources, and sells a range of basic apparel for men, women, and children in the United States. The company operates through three segments: Innerwear, Activewear, and International."
HCA,22260,40412C101,HCA HEALTHCARE INC,3510.0,351020.0,35.0,35102020.0,622110.0,8062.0,295.0,905.0,"HCA Healthcare, Inc., through its subsidiaries, operates as a health care services company in the United States."
HCBK,122015,443683107,HUDSON CITY BANCORP INC,4010.0,401020.0,40.0,40102010.0,522120.0,6035.0,840.0,800.0,"As of November 1, 2015, Hudson City Bancorp, Inc. was acquired by Wilmington Trust Corporation. Hudson City Bancorp, Inc. operates as the holding company of Hudson City Savings Bank that provides various banking products and services in the United States."
HD,5680,437076102,HOME DEPOT INC,2550.0,255040.0,25.0,25504030.0,444110.0,5211.0,450.0,976.0,"The Home Depot, Inc. operates as a home improvement retailer."
HES,1380,42809H107,HESS CORP,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,385.0,935.0,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. It operates through two segments, Exploration and Production, and Midstream."
HFC,5667,436106108,HOLLYFRONTIER CORP,1010.0,101020.0,10.0,10102030.0,324110.0,2911.0,390.0,935.0,"HollyFrontier Corporation operates as an independent petroleum refiner in the United States. The company operates through three segments: Refining, Lubricants and Specialty Products, and HEP."
HIG,61739,416515104,HARTFORD FINANCIAL SERVICES,4030.0,403010.0,40.0,40301030.0,524126.0,6331.0,830.0,800.0,"The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States and internationally."
HII,186310,446413106,HUNTINGTON INGALLS IND INC,2010.0,201010.0,20.0,20101010.0,336611.0,3730.0,,,"Huntington Ingalls Industries, Inc. engages in the designing, building, overhauling, and repairing military ships in the United States. It operates through three segments: Ingalls Shipbuilding, Newport News Shipbuilding, and Technical Solutions."
HLT,5643,43300A203,HILTON WORLDWIDE HOLDINGS,2530.0,253010.0,25.0,25301020.0,721110.0,7011.0,310.0,976.0,"Hilton Worldwide Holdings Inc., a hospitality company, owns, leases, manages, develops, and franchises hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands."
